id,name,type,description,sortId,skills,slots,rarity,attack,critical,defense,attribute,attributeValue,subattribute,subattributeValue,sharpness,takumi
"Rod_007","骨制虫棍Ⅲ","rod","用骨素材制成，外表朴素的操虫棍。根据今后的改良，有可能变为强力的武器。","39","HunterSkill_022,2,HunterSkill_000,1","1,0,0","4","170","0","0","","","","","50,60,100,40,0,0,0","50,0,0,0"
"Rod_008","骨制虫棍Ⅳ","rod","用骨素材制成，外表朴素的操虫棍。根据今后的改良，有可能变为强力的武器。","40","HunterSkill_022,3,HunterSkill_000,1","2,1,0","6","200","0","0","","","","","50,60,80,110,0,0,0","50,0,0,0"
"Rod_009","舞空长刃","rod","保留了简单的外观，不断进行改良强化的骨制虫棍。适合所有人使用。","41","HunterSkill_022,3,HunterSkill_000,1","3,2,1","8","230","0","0","","","","","50,60,60,70,110,0,0","50,0,0,0"
"Rod_010","钢铁疾风Ⅰ","rod","为了避免造成不必要的伤害而特别调整过的操虫棍。能通过两头形状各异的刀刃产生离心力。","9","HunterSkill_029,1","0,0,0","2","120","0","0","","","","","20,40,90,50,0,0,0","50,0,0,0"
"Rod_011","钢铁疾风Ⅱ","rod","为了避免造成不必要的伤害而特别调整过的操虫棍。能通过两头形状各异的刀刃产生离心力。","10","HunterSkill_029,2","1,1,0","4","160","0","0","","","","","20,60,90,80,0,0,0","50,0,0,0"
"Rod_012","钢铁疾风Ⅲ","rod","为了避免造成不必要的伤害而特别调整过的操虫棍。能通过两头形状各异的刀刃产生离心力。","11","HunterSkill_029,2","2,2,0","6","190","0","0","","","","","20,70,90,60,60,0,0","50,0,0,0"
"Rod_013","铬钢疾风","rod","利用稀有钢铁进一步强化的钢铁疾风。能施展出疾风般的连击。","12","HunterSkill_029,3","3,3,1","8","220","0","0","","","","","20,60,90,70,50,60,0","50,0,0,0"
"Rod_014","缠蛙棍Ⅰ","rod","使用缠蛙素材制作的操虫棍。棍身的造型设计有助于使用者在空中平衡重心，行动自如。","27","HunterSkill_023,1","0,0,0","1","110","0","15","","","","","50,10,110,30,0,0,0","50,0,0,0"
"Rod_015","缠蛙棍Ⅱ","rod","使用缠蛙素材制作的操虫棍。棍身的造型设计有助于使用者在空中平衡重心，行动自如。","28","HunterSkill_023,2","0,0,0","3","150","0","15","","","","","80,10,120,40,0,0,0","50,0,0,0"
"Rod_016","缠蛙棍Ⅲ","rod","使用缠蛙素材制作的操虫棍。棍身的造型设计有助于使用者在空中平衡重心，行动自如。","29","HunterSkill_023,2","2,1,0","5","180","0","15","","","","","70,20,110,80,20,0,0","50,0,0,0"
"Rod_017","缠蛙棍Ⅳ","rod","使用缠蛙素材制作的操虫棍。棍身的造型设计有助于使用者在空中平衡重心，行动自如。","30","HunterSkill_023,3","3,2,0","7","210","0","15","","","","","60,10,120,100,60,0,0","50,0,0,0"
"Rod_018","刺花棍Ⅰ","rod","不愧于刺花蜘蛛之名的华丽操虫棍。若是不想被麻痹，可得留神盯紧它的舞步。","45","HunterSkill_029,1","0,0,0","1","100","10","0","paralyse","10","","","50,40,40,70,0,0,0","50,0,0,0"
"Rod_019","刺花棍Ⅱ","rod","不愧于刺花蜘蛛之名的华丽操虫棍。若是不想被麻痹，可得留神盯紧它的舞步。","46","HunterSkill_029,1,HunterSkill_056,1","0,0,0","3","120","10","0","paralyse","12","","","70,40,30,110,0,0,0","50,0,0,0"
"Rod_020","刺花棍Ⅲ","rod","不愧于刺花蜘蛛之名的华丽操虫棍。若是不想被麻痹，可得留神盯紧它的舞步。","47","HunterSkill_029,1,HunterSkill_056,1","2,1,0","5","150","15","0","paralyse","15","","","70,40,30,100,60,0,0","50,0,0,0"
"Rod_021","刺花棍Ⅳ","rod","不愧于刺花蜘蛛之名的华丽操虫棍。若是不想被麻痹，可得留神盯紧它的舞步。","48","HunterSkill_029,2,HunterSkill_056,1","3,2,0","7","180","15","0","paralyse","17","","","70,40,30,90,60,60,0","50,0,0,0"
"Rod_022","毒蛛刺花棍","rod","更美丽、更锋利的刺花棍。若还珍惜自己的性命，切不可被它的舞步迷了心窍。","49","HunterSkill_029,2,HunterSkill_056,1","3,2,1","8","200","15","0","paralyse","20","","","70,40,30,60,40,110,0","50,0,0,0"
"Rod_023","沙海长刃Ⅰ","rod","使用沙海龙素材制作的操虫棍。重量偏向于前端，想要随心所欲挥舞需要专门的训练。","18","HunterSkill_023,1","0,0,0","2","110","10","0","water","10","","","30,30,90,50,0,0,0","50,0,0,0"
"Rod_024","沙海长刃Ⅱ","rod","使用沙海龙素材制作的操虫棍。重量偏向于前端，想要随心所欲挥舞需要专门的训练。","19","HunterSkill_023,2","1,0,0","4","150","10","0","water","12","","","40,30,100,80,0,0,0","50,0,0,0"
"Rod_025","沙海长刃Ⅲ","rod","使用沙海龙素材制作的操虫棍。重量偏向于前端，想要随心所欲挥舞需要专门的训练。","20","HunterSkill_023,2","2,1,0","5","160","10","0","water","15","","","30,30,110,90,40,0,0","50,0,0,0"
"Rod_026","沙海长刃Ⅳ","rod","使用沙海龙素材制作的操虫棍。重量偏向于前端，想要随心所欲挥舞需要专门的训练。","21","HunterSkill_023,3","3,2,0","7","190","10","0","water","17","","","30,30,110,90,70,20,0","50,0,0,0"
"Rod_027","跃动沙海棍","rod","能于荒野自由自在舞动的沙海长刃强化版。为了提升威力，层层叠加素材，增强了刀刃的重量。","22","HunterSkill_023,3","3,2,1","8","210","10","0","water","20","","","30,30,100,80,70,40,0","50,0,0,0"
"Rod_028","煌雷棍Ⅰ","rod","带有煌雷龙雷电的操虫棍。自带不怒而威的气势，据说在暴风骤雨中举起它能引发落雷。","23","HunterSkill_022,1,HunterSkill_048,1","0,0,0","3","140","0","0","elec","12","","","10,10,140,90,0,0,0","50,0,0,0"
"Rod_029","煌雷棍Ⅱ","rod","带有煌雷龙雷电的操虫棍。自带不怒而威的气势，据说在暴风骤雨中举起它能引发落雷。","24","HunterSkill_022,1,HunterSkill_048,1","2,1,0","5","170","0","0","elec","15","","","10,10,120,100,60,0,0","50,0,0,0"
"Rod_030","煌雷棍Ⅲ","rod","带有煌雷龙雷电的操虫棍。自带不怒而威的气势，据说在暴风骤雨中举起它能引发落雷。","25","HunterSkill_022,2,HunterSkill_048,1","3,2,0","7","200","0","0","elec","17","","","10,10,110,80,80,60,0","50,0,0,0"
"Rod_031","煌雷霹雳棍","rod","强化后的煌雷棍。迸发吧！雷电！乘着狂暴的气流，以雷霆之漩涡肆虐战场！","26","HunterSkill_022,2,HunterSkill_048,1","3,2,1","8","220","0","0","elec","20","","","10,10,100,70,70,90,0","50,0,0,0"
"Rod_032","潜行虫棍Ⅰ","rod","实现了柔韧强度的操虫棍。拔刀后棍身上的凸起会展开，并喷撒出影蜘蛛的气味分子。","50","HunterSkill_048,1,HunterSkill_022,1","0,0,0","3","120","10","0","sleep","12","","","70,40,30,110,0,0,0","50,0,0,0"
"Rod_033","潜行虫棍Ⅱ","rod","实现了柔韧强度的操虫棍。拔刀后棍身上的凸起会展开，并喷撒出影蜘蛛的气味分子。","51","HunterSkill_048,1,HunterSkill_022,1","2,1,0","5","150","15","0","sleep","15","","","70,40,30,100,60,0,0","50,0,0,0"
"Rod_034","潜行虫棍Ⅲ","rod","实现了柔韧强度的操虫棍。拔刀后棍身上的凸起会展开，并喷撒出影蜘蛛的气味分子。","52","HunterSkill_048,2,HunterSkill_022,1","3,2,0","7","180","15","0","sleep","17","","","70,40,30,90,60,60,0","50,0,0,0"
"Rod_035","隐秘潜行虫棍","rod","潜行虫棍的强化型。某个擅长操虫的情报组织成员在使用后，收获了累累战果。","53","HunterSkill_048,2,HunterSkill_022,1","3,2,1","8","200","15","0","sleep","20","","","70,40,30,60,40,110,0","50,0,0,0"
"Rod_036","赫炎三叉戟Ⅰ","rod","蕴含赫猿兽之力的操虫棍。伴随着连绵不绝的爆破连击卷起热浪，连空气也一并焚尽。","42","HunterSkill_023,2","0,0,0","3","130","10","0","blast","12","","","50,60,70,70,0,0,0","50,0,0,0"
"Rod_037","赫炎三叉戟Ⅱ","rod","蕴含赫猿兽之力的操虫棍。伴随着连绵不绝的爆破连击卷起热浪，连空气也一并焚尽。","43","HunterSkill_023,3","2,1,0","6","180","10","0","blast","15","","","50,60,90,40,60,0,0","50,0,0,0"
"Rod_038","赫炎叉戟·跋陀罗","rod","得授真名的赫炎三叉戟。匠人得到天启，在三支枪头中注满救世之愿。","44","HunterSkill_023,3","3,2,1","8","210","10","0","blast","18","","","50,60,50,90,40,60,0","50,0,0,0"
"Rod_039","护火龙棍Ⅰ","rod","以护火龙的素材制作的操虫棍。能带给持有者如熊熊烈火一般绝不屈服的斗志。","6","HunterSkill_004,1,HunterSkill_003,1","1,0,0","4","160","15","0","fire","12","","","50,90,60,50,0,0,0","50,0,0,0"
"Rod_040","护火龙棍Ⅱ","rod","以护火龙的素材制作的操虫棍。能带给持有者如熊熊烈火一般绝不屈服的斗志。","7","HunterSkill_004,1,HunterSkill_003,1","2,1,0","6","180","15","0","fire","17","","","50,100,50,50,50,0,0","20,30,0,0"
"Rod_041","护火龙棍【白妙】","rod","强化后的护火龙棍。在皓白之力的涌流中，可以感受到高贵的王者之魂。","8","HunterSkill_004,1,HunterSkill_003,1","3,2,1","8","210","15","0","fire","20","","","50,130,50,50,40,30,0","50,0,0,0"
"Rod_042","冻峰金属棍Ⅰ","rod","以冻峰龙素材制作的操虫棍，能够放出寒气。挥舞之时能卷起风霜，无差别地冻结周围的一切。","13","HunterSkill_023,3","3,2,0","7","190","0","0","ice","32","","","40,40,30,100,110,30,0","50,0,0,0"
"Rod_043","断崖金属棍","rod","冻峰金属棍的强化版，散发出宛如雪岭般的光辉。寒霜包覆的利刃能将猎物冻结，封印在冰壁之中。","14","HunterSkill_023,3","3,2,1","8","210","0","0","ice","35","","","40,40,20,80,120,50,0","50,0,0,0"
"Rod_046","异界三钴杵Ⅰ","rod","使用护凶爪龙素材制作的操虫棍。是将屈服于渴望的野兽本能化为实体的武器。","15","HunterSkill_022,2","1,0,0","4","140","10","0","dragon","16","","","50,50,70,80,0,0,0","50,0,0,0"
"Rod_047","异界三钴杵Ⅱ","rod","使用护凶爪龙素材制作的操虫棍。是将屈服于渴望的野兽本能化为实体的武器。","16","HunterSkill_022,3","2,1,0","6","170","10","0","dragon","21","","","50,50,70,70,60,0,0","50,0,0,0"
"Rod_048","遗戒","rod","强化后的异界三钴杵。饥渴的凶兽撕裂轮回，将此永不满足的器物残留在人间。","17","HunterSkill_022,3","3,2,1","8","210","10","0","dragon","25","","","50,50,80,80,90,50,0","0,0,0,0"
"Rod_049","护锁刃戟Ⅰ","rod","以护龙素材制作的操虫棍。据说每当挥舞刃戟之时，善恶的界限便会从手中滑落。","32","HunterSkill_023,2","1,1,0","4","170","-10","0","dragon","12","","","100,30,80,40,0,0,0","50,0,0,0"
"Rod_050","护锁刃戟Ⅱ","rod","以护龙素材制作的操虫棍。据说每当挥舞刃戟之时，善恶的界限便会从手中滑落。","33","HunterSkill_023,2","2,2,0","6","210","-10","0","dragon","15","","","100,60,80,60,0,0,0","10,40,0,0"
"Rod_051","护锁刃戟·陶尔","rod","强化之后的护锁刃戟。即使在悠久的时光中已经遗忘了挑战的理由，依然心无旁骛地挥舞着戟刃。","34","HunterSkill_023,2","3,3,1","8","240","-10","0","dragon","18","","","100,70,50,70,60,0,0","10,40,0,0"
"Rod_054","怪鸟矛Ⅰ","rod","此操虫棍的设计灵感，来源于朝着猎物飞奔而去的怪鸟。鲜艳的装饰鼓舞着猎手。","54","HunterSkill_023,2","2,1,0","5","180","0","0","fire","26","","","90,100,50,60,0,0,0","20,30,0,0"
"Rod_055","怪鸟矛Ⅱ","rod","此操虫棍的设计灵感，来源于朝着猎物飞奔而去的怪鸟。鲜艳的装饰鼓舞着猎手。","55","HunterSkill_023,3","3,2,0","7","210","0","0","fire","32","","","100,110,30,70,40,0,0","20,30,0,0"
"Rod_056","赤甲大嘴之怪鸟矛","rod","挥动尖锐大嘴，发起突然袭击的怪鸟矛强化型。没有任何办法能逃离那张大嘴。","56","HunterSkill_023,3","3,2,1","8","220","0","0","fire","35","","","100,120,20,60,50,0,0","10,40,0,0"
"Rod_057","公主宝器Ⅰ","rod","使用了高贵雌火龙素材的操虫棍。散发着品格的华丽装饰象征贵族的无上权威。","59","HunterSkill_056,2,HunterSkill_141,1","2,1,0","5","160","15","0","poison","12","","","50,70,40,90,50,0,0","50,0,0,0"
"Rod_058","公主宝器Ⅱ","rod","使用了高贵雌火龙素材的操虫棍。散发着品格的华丽装饰象征贵族的无上权威。","60","HunterSkill_056,3,HunterSkill_141,1","3,2,0","7","190","15","0","poison","15","","","40,80,40,110,30,50,0","50,0,0,0"
"Rod_059","女王宝器","rod","美丽的东西总是有毒……这把公主宝器的强化形态诉说着关于美的残酷真相。","61","HunterSkill_056,3,HunterSkill_141,1","3,2,1","8","210","15","0","poison","18","","","40,80,30,100,30,70,0","50,0,0,0"
"Rod_060","护雷白杖Ⅰ","rod","使用护雷颚龙素材制作的操虫棍。唯有能以理性抑制蛮勇之力者方可使用。","57","HunterSkill_003,3","2,1,0","6","180","15","0","elec","21","","","40,100,100,60,0,0,0","10,40,0,0"
"Rod_061","狂暴护雷杖","rod","护雷白杖的强化版。具备强大到足以扭曲常理的力量。如果沉溺于这份力量，也会自取灭亡。","58","HunterSkill_003,3","3,2,1","8","210","15","0","elec","25","","","40,90,120,40,60,0,0","0,50,0,0"
"Rod_062","暴雪棍Ⅰ","rod","能施展出如同最狂放的暴风雪般连击的雪狮子王操虫棍。无视一切狂风，纵横飞舞。","66","HunterSkill_022,3","2,1,0","6","200","-10","0","ice","14","","","50,30,90,80,50,0,0","50,0,0,0"
"Rod_063","皓白暴雪棍","rod","暴雪棍的强化版。使用者可获猴神般跳跃之力，跨越岛屿，横渡海洋。","67","HunterSkill_022,3","3,2,1","8","230","-10","0","ice","18","","","50,30,90,80,50,50,0","50,0,0,0"
"Rod_064","铠龙坚骨棍Ⅰ","rod","用铠龙的骨头制成的操虫棍。尖端的铠龙头部装饰，让人联想到铠龙的猛烈冲刺。","68","HunterSkill_030,3","2,2,0","6","220","-15","30","blast","19","","","90,70,80,60,0,0,0","30,20,0,0"
"Rod_065","铠龙焦土棍","rod","铠龙坚骨棍的强化版。喷射强力火焰，开辟道路。其所到之处只留下焦土一片。","69","HunterSkill_030,3","3,3,1","8","250","-15","30","blast","25","","","80,70,70,70,60,0,0","50,0,0,0"
"Rod_066","虫棍河鼓二Ⅰ","rod","其刀刃锐可劈风的千刃龙操虫棍。此棍的特征是两端侧突起的利爪，可扫空一切障碍。","109","HunterSkill_217,1","3,2,0","7","190","25","0","","","","","50,70,100,50,80,0,0","0,50,0,0"
"Rod_067","叛棍河鼓二","rod","虫棍河鼓二的强化型。反逆者之棍奔驰于战场，将不共戴天的猎物撕裂。","110","HunterSkill_217,1","3,2,1","8","210","25","0","","","","","50,70,100,50,50,30,0","50,0,0,0"
"Rod_068","火龙棍Ⅰ","rod","用火龙素材制造而成的操虫棍。裹挟着火炎的一击，正是王者的炽热愤怒。","62","HunterSkill_002,3","2,1,0","6","180","10","0","fire","21","","","100,70,40,30,60,0,0","50,0,0,0"
"Rod_069","火龙棍【炎舞】","rod","火龙棍得到强化，蕴藏的王者之怒也濒临喷发。其猛击将化作焚尽大地的火焰之舞。","63","HunterSkill_002,3","3,2,1","8","200","10","0","fire","25","","","100,70,50,40,40,50,0","50,0,0,0"
"Rod_070","狙击of戏法Ⅰ","rod","不祥之棍，据说其中寄宿着被屠黑蚀龙的悔恨。只要一摆出攻击架势，周围就会卷起瘴气。","64","HunterSkill_003,3","3,2,0","7","180","20","0","dragon","16","","","50,80,80,60,30,50,0","50,0,0,0"
"Rod_071","狙击of变幻","rod","持续扩散的瘴气将笼罩整个世界，化作灾祸的温床。狙击of戏法的强化版本。","65","HunterSkill_003,3","3,2,1","8","200","20","0","dragon","20","","","50,50,90,50,30,80,0","50,0,0,0"
"Rod_072","锁刃戟Ⅰ","rod","使用锁刃龙素材制作的操虫棍。据说此戟曾为古代骑士所用，骑士博爱，守护着一切生灵。","35","HunterSkill_023,3","3,2,0","7","200","0","0","dragon","22","","","50,50,50,80,80,40,0","50,0,0,0"
"Rod_073","机械刃棍Ⅰ","rod","由发现的武器碎片组成的古代刃棍。据说它展开的螺旋形状实际上是某种生物的设计图。","100","","2,2,2","6","170","5","0","","","","","80,40,60,80,40,0,0","20,30,0,0"
"Rod_074","机械刃棍Ⅱ","rod","由发现的武器碎片组成的古代刃棍。据说它展开的螺旋形状实际上是某种生物的设计图。","101","","2,2,2","7","180","5","0","","","","","80,40,60,80,70,20,0","50,0,0,0"
"Rod_075","双重螺旋","rod","有着潜藏性能的太古刃棍。修复后的双螺旋描绘的究竟是进化的希望，还是……","102","","3,3,3","8","190","5","0","","","","","80,40,60,80,70,20,0","50,0,0,0"
"Rod_076","期冀虫棍","rod","通过实地调查而改良的希望虫棍。持此棍者胸怀希望，纵横翱翔于长空。","5","HunterSkill_046,2,HunterSkill_001,2","3,2,1","8","210","0","0","","","","","50,60,50,60,40,90,0","50,0,0,0"
"Rod_077","缠蛙强跃棍","rod","用优质素材制作的改良版缠蛙棍。无论在地上还是空中，伴随着沙砾的连击都将永不停歇。","31","HunterSkill_023,3","3,2,1","8","230","0","15","","","","","60,10,100,90,90,0,0","0,50,0,0"
"Rod_078","锁刃戟·陶尔","rod","锁刃戟的强化版。在战乱之世中，那位骑士依然一边祈祷着百姓的安宁，一边指引着人民。","36","HunterSkill_023,3","3,2,1","8","220","0","0","dragon","25","","","50,50,50,70,70,60,0","50,0,0,0"
"Rod_079","白炽棍卡提勒Ⅰ","rod","由白炽龙素材锻造，冠以清澄繁荣之名的操虫棍。镶嵌的宝珠清浊兼容吸收一切能量绽放光芒。","103","HunterSkill_204,1","3,2,0","7","210","5","0","dragon","10","","","90,40,90,40,50,40,0","50,0,0,0"
"Rod_080","炽光棍卡提勒","rod","卡提勒自天上传下意志——渴求繁荣的高傲者啊，宝珠卷起的漩涡当引领汝直至终焉。","104","HunterSkill_204,1","3,2,1","8","220","5","0","dragon","15","","","90,40,90,40,30,60,0","50,0,0,0"
"Rod_082","狐薙刀【秋风引枝露】Ⅰ","rod","至死都陪伴在主君身边的武士所遗留的风雅薙刀。凛丽花刃追随清风，驱马驰骋战场之上。","106","HunterSkill_202,2,HunterSkill_003,1","2,1,0","6","180","15","0","water","18","","","80,60,40,40,60,20,0","50,0,0,0"
"Rod_083","薹草长薙之漩涡","rod","狐薙刀【秋风引枝露】强化型。只要不断于荒野上经受旋风的洗礼。风雅薙刀之华终将盛开。","107","HunterSkill_202,3,HunterSkill_003,1","3,2,1","8","210","15","0","water","23","","","80,60,40,40,60,70,0","50,0,0,0"
"Rod_084","欧米茄之杖","rod","此操虫棍的造型模仿了某个自律型兵器生成的武器。使出的连击会源源不断地击中目标。","116","HunterSkill_235,1","3,2,0","7","190","10","0","fire","18","","","100,30,70,30,80,40,0","50,0,0,0"
"Rod_085","欧米茄之杖·真","rod","历经无数次战斗实现进化的欧米茄之杖。生成的光弹之雨能够扫清一切障碍。","117","HunterSkill_235,1","3,2,1","8","210","10","0","fire","23","","","100,20,60,20,80,70,0","50,0,0,0"
"Rod_086","雷棍三叉戟Ⅰ","rod","海龙的三叉戟棍，随手一挥就能卷起足以劈山裂谷的雷霆万钧。","112","HunterSkill_214,1,HunterSkill_022,2","3,2,0","7","200","0","0","elec","25","","","70,50,40,100,40,50,0","50,0,0,0"
"Rod_087","雷叉棍海龙戟","rod","强化版的雷棍三叉戟。雷击是海神怒火的具象，可轻而易举粉碎万物。","113","HunterSkill_214,1,HunterSkill_022,2","3,2,1","8","220","0","0","elec","30","","","60,40,30,80,60,80,0","50,0,0,0"
"Rod_089","堕世之泪双重螺旋","rod","吞噬隐藏性能的异形之暗泪。弃置崩坏的螺旋，以悲泣浸染希望。","118","","3,3,3","8","200","-10","0","","","","","140,40,40,80,30,20,0","50,0,0,0"
"Rod_090","堕世之泪双重螺旋","rod","吞噬隐藏性能的异形之暗泪。弃置崩坏的螺旋，以悲泣浸染希望。","119","","3,3,3","8","180","15","0","","","","","140,40,40,50,70,10,0","50,0,0,0"
"Rod_091","堕世之泪双重螺旋","rod","吞噬隐藏性能的异形之暗泪。弃置崩坏的螺旋，以悲泣浸染希望。","120","","3,3,3","8","190","0","0","","","","","140,40,40,80,30,20,0","50,0,0,0"
"Rod_096","先锋团长杖","rod","模仿库纳法村鹭鹰龙骑手所用的长杖制作而成，原本是授予能够独当一面的骑手的证明。","114","HunterSkill_046,2,HunterSkill_055,1","3,2,1","7","210","0","0","","","","","110,40,110,90,0,0,0","10,40,0,0"
"Rod_097","先锋团长杖【皆传】","rod","长期使用的先锋团长杖达到极致。与鹭鹰龙心意相通时挥舞的姿态，可谓人龙一体。","115","HunterSkill_046,2,HunterSkill_055,1","3,3,1","8","230","0","0","","","","","100,30,100,100,20,0,0","0,50,0,0"
"ShortSword_000","希望之剑Ⅰ","short-sword","为调查东部地区而特别制作的单手剑。活用剑和盾牌，就可以发动连绵不绝的攻击。","0","","0,0,0","1","90","0","0","","","","","50,50,40,60,0,0,0","50,0,0,0"
"ShortSword_001","希望之剑Ⅱ","short-sword","为调查东部地区而特别制作的单手剑。活用剑和盾牌，就可以发动连绵不绝的攻击。","1","HunterSkill_046,1","0,0,0","1","100","0","0","","","","","40,50,40,70,0,0,0","50,0,0,0"
"ShortSword_002","希望之剑Ⅲ","short-sword","为调查东部地区而特别制作的单手剑。活用剑和盾牌，就可以发动连绵不绝的攻击。","2","HunterSkill_046,1,HunterSkill_001,1","0,0,0","3","130","0","0","","","","","50,60,50,90,0,0,0","50,0,0,0"
"ShortSword_003","希望之剑Ⅳ","short-sword","为调查东部地区而特别制作的单手剑。活用剑和盾牌，就可以发动连绵不绝的攻击。","3","HunterSkill_046,2,HunterSkill_001,1","2,1,0","5","160","0","0","","","","","50,60,60,70,60,0,0","50,0,0,0"
"ShortSword_004","希望之剑Ⅴ","short-sword","为调查东部地区而特别制作的单手剑。活用剑和盾牌，就可以发动连绵不绝的攻击。","4","HunterSkill_046,2,HunterSkill_001,1","3,2,0","7","190","0","0","","","","","50,60,50,70,60,60,0","50,0,0,0"
"ShortSword_008","煌雷剑Ⅰ","short-sword","带有煌雷龙雷电的单手剑。挥舞时所产生的高压电将熔化一切，连周围的尘埃也无法幸免。","20","HunterSkill_026,1,HunterSkill_028,1","0,0,0","3","140","0","0","elec","12","","","10,10,140,90,0,0,0","50,0,0,0"
"ShortSword_009","煌雷剑Ⅱ","short-sword","带有煌雷龙雷电的单手剑。挥舞时所产生的高压电将熔化一切，连周围的尘埃也无法幸免。","21","HunterSkill_026,1,HunterSkill_028,1","2,1,0","5","170","0","0","elec","15","","","10,10,120,100,60,0,0","50,0,0,0"
"ShortSword_010","煌雷剑Ⅲ","short-sword","带有煌雷龙雷电的单手剑。挥舞时所产生的高压电将熔化一切，连周围的尘埃也无法幸免。","22","HunterSkill_026,2,HunterSkill_028,1","3,2,0","7","200","0","0","elec","17","","","10,10,110,80,80,60,0","50,0,0,0"
"ShortSword_011","煌雷霹雳剑","short-sword","煌雷剑的强化版。每一剑挥出，便有闪电划过空中，宛如在昭示它的存在。","23","HunterSkill_026,2,HunterSkill_028,1","3,2,1","8","220","0","0","elec","20","","","10,10,100,70,70,90,0","50,0,0,0"
"ShortSword_016","单手剑星宿一Ⅰ","short-sword","重叠千刃龙鳞片制成的单手剑。带有许多棘状刃，可深深刺入目标的体内，撕裂其血肉。","109","HunterSkill_217,1","3,2,0","7","190","25","0","","","","","50,70,100,50,80,0,0","0,50,0,0"
"ShortSword_017","叛牙星宿一","short-sword","单手剑星宿一的强化版。手持不朽的革命剑之人，肩负着改变世界的宿命。","110","HunterSkill_217,1","3,2,1","8","210","25","0","","","","","50,70,100,50,50,30,0","50,0,0,0"
"ShortSword_021","生命of检验者Ⅰ","short-sword","以黑蚀龙素材锻造而成的黑剑。据说在睁开的魔眼眼底可以窥探到冥府的入口。","69","HunterSkill_003,3","3,2,0","7","180","20","0","dragon","16","","","50,80,80,60,30,50,0","50,0,0,0"
"ShortSword_022","生命of探索者","short-sword","魔眼拥有真正的力量之时，持有者将堕落为冥府的先驱。生命of检验者的强化型。","70","HunterSkill_003,3","3,2,1","8","210","20","0","dragon","20","","","50,50,90,50,30,80,0","50,0,0,0"
"ShortSword_026","刺花短剑Ⅰ","short-sword","使用刺花蜘蛛素材制作的单手剑，带有麻痹属性。翩然起舞般的连击将猎物一步步逼入绝境。","47","HunterSkill_029,1","0,0,0","1","100","10","0","paralyse","10","","","50,40,40,70,0,0,0","50,0,0,0"
"ShortSword_027","刺花短剑Ⅱ","short-sword","使用刺花蜘蛛素材制作的单手剑，带有麻痹属性。翩然起舞般的连击将猎物一步步逼入绝境。","48","HunterSkill_029,1,HunterSkill_056,1","0,0,0","3","120","10","0","paralyse","12","","","70,40,30,110,0,0,0","50,0,0,0"
"ShortSword_028","刺花短剑Ⅲ","short-sword","使用刺花蜘蛛素材制作的单手剑，带有麻痹属性。翩然起舞般的连击将猎物一步步逼入绝境。","49","HunterSkill_029,1,HunterSkill_056,1","2,1,0","5","150","15","0","paralyse","15","","","70,40,30,100,60,0,0","50,0,0,0"
"ShortSword_029","刺花短剑Ⅳ","short-sword","使用刺花蜘蛛素材制作的单手剑，带有麻痹属性。翩然起舞般的连击将猎物一步步逼入绝境。","50","HunterSkill_029,2,HunterSkill_056,1","3,2,0","7","180","15","0","paralyse","17","","","70,40,30,90,60,60,0","50,0,0,0"
"ShortSword_030","毒蛛刺花剑","short-sword","多番强化后的刺花短剑。华丽的舞步令所见之人为之心神动摇，遂被夺去自由，迎来生命的终焉。","51","HunterSkill_029,2,HunterSkill_056,1","3,2,1","8","200","15","0","paralyse","20","","","70,40,30,60,40,110,0","50,0,0,0"
"ShortSword_034","炎尾短匕Ⅰ","short-sword","使用炎尾龙素材制造的单手剑。刀身可更换，不必担心被攻击时的火焰烧焦。","24","HunterSkill_028,1","0,0,0","1","100","5","0","fire","10","","","50,70,40,40,0,0,0","50,0,0,0"
"ShortSword_035","炎尾短匕Ⅱ","short-sword","使用炎尾龙素材制造的单手剑。刀身可更换，不必担心被攻击时的火焰烧焦。","25","HunterSkill_028,2","0,0,0","3","140","5","0","fire","12","","","50,80,50,70,0,0,0","50,0,0,0"
"ShortSword_036","炎尾短匕Ⅲ","short-sword","使用炎尾龙素材制造的单手剑。刀身可更换，不必担心被攻击时的火焰烧焦。","26","HunterSkill_028,2","2,1,0","5","170","5","0","fire","14","","","70,80,70,50,30,0,0","50,0,0,0"
"ShortSword_037","炎尾短匕Ⅳ","short-sword","使用炎尾龙素材制造的单手剑。刀身可更换，不必担心被攻击时的火焰烧焦。","27","HunterSkill_028,3","3,2,0","7","210","5","0","fire","16","","","70,80,70,80,50,0,0","50,0,0,0"
"ShortSword_038","火灶炎尾剑","short-sword","听取使用者的意见进行了改良的炎尾龙短匕。盾与剑连击产生灼热火焰会燃尽一切。","28","HunterSkill_028,3","3,2,1","8","240","5","0","fire","18","","","60,70,70,80,70,0,0","50,0,0,0"
"ShortSword_042","铠龙重剑Ⅰ","short-sword","充斥着愤怒的白刃爆剑。沉重巨大的身影与住在火山的白龙如出一辙。","73","HunterSkill_027,3","2,2,0","6","210","-15","30","blast","19","","","90,70,80,60,0,0,0","30,20,0,0"
"ShortSword_043","泰坦重剑","short-sword","铠龙重剑的强化版。剑击可引发爆炸，厚重的盾牌则有着绝对的防御力。","74","HunterSkill_027,3","3,3,1","8","240","-15","30","blast","25","","","80,70,70,70,60,0,0","50,0,0,0"
